bankruptcy,app_id,tot_derog,tot_tr,age_oldest_tr,tot_open_tr,tot_rev_tr,tot_rev_debt,tot_rev_line,rev_util,bureau_score,purch_price,msrp,down_pyt,purpose,loan_term,loan_amt,ltv,tot_income,used_ind
0,9090,1,29,176,7,2,6425,15245,42,674,20100,22325,0,LEASE,,,90,14333.33,1
0,9093,0,8,80,4,1,1312,1120,100,641,19105,19200,0,LOAN,,,100,4747.33,1
0,9097,0,48,154,8,6,37500,69400,54,641,14714.28,14100,750,LOAN,,,99,2800,0
0,9098,0,30,141,21,13,36053,36816,98,629,29927,30540,0,LEASE,,,98,10943.75,0
0,9099,3,20,541,7,4,6421,21694,30,655,5000,0,0,LOAN,,,,4000,0
0,9102,1,8,35,,0,0,3500,0,664,22000,22000,0,LEASE,,,100,2350,1
0,9103,1,4,151,,,,,0,657,15539,14500,500,LOAN,,,97,3333.33,0
0,9104,2,3,23,2,1,131,364,36,602,16866,16866,3000,LOAN,,,82,1516.66,1
0,9106,0,1,5,,2,255,279,91,,17879,16720,2000,LOAN,,,95,1666.67,0
0,9107,9,44,157,10,6,12181,19597,62,617,37450,34035,3415,LEASE,,,100,6000,0
0,9115,1,11,32,8,6,2912,3840,76,616,27582,25625,7000,LOAN,,,75,3500,1
0,9118,0,13,133,3,1,1472,0,0,744,5650,5799,2000,LOAN,,,63,54000,0
0,9121,1,34,133,4,3,1390,62400,2,729,9586,9599,0,LOAN,,,100,4166.67,0
0,9128,1,3,139,2,1,618,618,100,695,15000,14125,500,LOAN,,,103,1923.66,1
0,9129,9,15,198,2,0,0,106,0,614,9644.5,8500,2946,LOAN,,,79,1800,1
0,9130,0,14,67,,6,18849,31341,60,630,8800,9775,0,LOAN,,,90,3200,1
0,9131,0,10,44,,4,8429,13700,62,698,8500,0,500,LOAN,,,,2300,0
0,9133,0,5,19,4,3,422,1911,22,652,24128,26757,6500,LOAN,,,66,0,0
0,9134,0,9,298,3,2,4202,7900,53,683,19705.34,18150,750,LEASE,,,104,2300,0
1,9135,9,19,149,3,1,1539,0,0,688,6200.34,0,250,LOAN,,,,3024,0
0,9137,2,14,77,8,0,0,144,0,692,5650,5700,800,LOAN,,,85,1916.67,1
0,9143,12,17,58,4,1,289,800,36,616,15559,9600,6959,LOAN,,,90,6916.67,1
0,9144,0,26,351,,2,1722,49299,3,751,21614,21130,3760,LEASE,,,84,3500,1
0,9146,3,60,135,7,3,5289,34410,15,663,22500,24900,0,LEASE,,,90,12500,0
0,9147,4,7,318,,2,1055,8600,12,623,12738,10900,2797,LOAN,,,91,723,1
0,9150,5,11,63,4,2,5499,4948,100,634,24164.28,26495,2164.28,LEASE,,,84,3800,0
0,9151,0,12,103,2,1,1417,4500,31,744,22914,19445,489,LOAN,,,115,1800,0
0,9154,1,25,148,7,5,37372,47900,78,650,24565,24006,0,LEASE,,,102,3750,1
0,9156,0,7,63,,2,2398,17300,14,759,5000,6000,0,LOAN,,,83,40000,1
0,9158,1,10,260,6,1,245,3200,8,710,34091.48,26655,0,LOAN,,,119,5000,0
0,9159,3,8,117,3,2,830,4672,18,761,4332,4000,500,LOAN,,,96,3666.67,1
0,9162,2,29,258,5,4,14361,29798,48,614,26785,25305,4085,LOAN,,,90,3916,0
1,9166,2,9,99,4,2,1443,1500,96,623,11796,9975,2000,LOAN,,,98,1800,1
0,9170,1,8,83,,3,3108,3900,80,631,8900,9000,1000,LOAN,,,88,2721.33,1
0,9171,3,17,137,5,2,7957,28000,28,671,32550,32400,0,LOAN,,,100,16666.67,0
0,9174,1,8,32,7,5,3821,5468,70,620,24391,21481,2940,LOAN,,,100,3750,0
0,9179,7,33,74,13,7,33197,33884,98,628,28352,31375,5000,LOAN,,,74,5166.67,0
0,9185,1,40,152,5,3,2061,15759,13,687,24800,19940,2900,LOAN,,,110,3800,0
0,9190,0,12,331,8,5,2908,16963,17,774,9965,8500,1000,LOAN,,,105,1900,1
0,9192,0,3,69,,,,,0,703,5900,6899,500,LOAN,,,78,2100,0
0,9193,4,25,399,9,5,13044,49136,27,657,31062,28745,1422,LOAN,,,101,8335,0
0,9195,0,6,29,6,5,4319,5055,85,661,7790.75,6500,1290.75,LOAN,,,100,1000,1
0,9198,1,16,132,8,5,5679,6502,87,628,22600,23515,0,LEASE,,,96,2680,0
0,9201,0,6,44,5,3,3159,4200,75,614,17709.88,14800,4409.88,LOAN,,,90,1527.66,1
0,9202,1,5,38,3,2,1587,3100,51,638,12746,11650,1500,LOAN,,,97,2250,1
0,9203,0,1,63,,,,,0,677,19544,20800,0,LOAN,,,94,2583.33,1
0,9206,0,5,45,4,3,1835,2740,67,705,31900,28428,0,LEASE,,,112,10750,0
1,9207,7,16,127,,2,3135,5319,59,638,26042,26042,0,LEASE,,,100,4000,0
0,9208,0,7,75,7,3,7039,8500,83,672,19000,19000,0,LEASE,,,100,2083.33,1
0,9209,0,18,291,4,3,2190,25664,9,794,14956,15500,3750,LOAN,,,72,5000,0
1,9210,1,22,102,7,2,3995,15029,27,726,19790,17770,1500,LOAN,,,103,5166.67,0
0,9212,5,27,171,10,8,1784,16374,11,693,18450,17400,0,LEASE,,,106,4666.67,1
0,9213,0,23,130,7,3,14075,14103,100,640,29195,29700,0,LEASE,,,98,4257.08,1
0,9218,0,12,59,4,3,8005,14609,55,615,10969,13500,0,LOAN,,,81,1975,1
0,9222,0,15,50,11,7,8406,9622,87,633,26978,25904,150,LOAN,,,104,5709.87,0
0,9224,5,11,158,4,2,5068,5000,100,557,10556,8750,3056,LOAN,,,86,2750,1
0,9228,0,7,99,,2,696,1300,54,716,14641,16000,500,LOAN,,,88,676.67,1
0,9229,0,3,37,2,1,82,300,27,656,11256,11500,0,LOAN,,,98,2000,1
1,9231,4,16,122,4,2,744,1339,56,594,8530,8775,0,LOAN,,,97,3333.33,1
0,9234,,,,,,,,0,,17500,14000,3000,LOAN,,,104,2500,1
0,9235,0,4,29,2,1,20,9000,0,751,5454,5925,1000,LOAN,,,75,1200,1
0,9236,0,3,41,,,,,0,653,15900,17800,0,LOAN,,,89,2000,1
0,9238,,,,,,,,0,727,7550,7125,1500,LOAN,,,85,7666.67,1
0,9245,4,5,11,,,9998,0,0,640,15640,10025,5640,LOAN,,,100,3041.67,1
0,9248,0,10,136,5,2,2332,2300,100,647,8100,8100,0,LOAN,,,100,3900,1
1,9251,3,23,192,8,6,2987,4500,66,668,32650,28350,3755,LEASE,,,102,2656,1
0,9255,3,22,201,9,4,13543,51839,26,712,27600,32500,0,LEASE,,,85,4416.67,1
0,9257,0,29,87,8,6,6677,7878,85,625,9100,8250,1600,LOAN,,,91,1800,1
0,9262,3,14,174,5,3,3222,9914,32,603,13922.95,14066,2000,LOAN,,,85,2300,0
0,9263,2,15,55,5,4,5619,6600,85,609,4000,0,0,LOAN,,,,3500,0
0,9270,0,29,265,14,13,26476,44400,60,708,12900,12475,0,LOAN,,,103,4166.67,1
0,9271,2,22,120,7,5,10112,10844,93,636,17300,20800,1000,LEASE,,,78,2600,1
0,9273,11,22,152,,7,1813,5173,35,633,5898,7500,898,LOAN,,,67,1500,1
0,9274,0,7,75,7,3,7039,8500,83,672,20989.5,21500,0,LOAN,,,106,1800,1
0,9275,2,9,34,8,5,2750,3838,72,640,9518,9525,0,LOAN,,,100,1516.66,1
0,9278,0,9,22,5,2,1023,1700,60,625,15000,14300,660,LOAN,,,100,1800,1
0,9282,0,32,94,17,9,17401,25518,68,563,32160,28360,3800,LOAN,,,100,10750,0
0,9284,0,2,23,3,1,2468,2500,99,579,13970,13350,2470,LOAN,,,86,1260,1
0,9285,2,21,87,6,2,5194,18225,28,616,10200,10000,1500,LOAN,,,87,2500,0
0,9286,6,32,187,8,3,25551,31564,81,610,7895.28,8299,0,LOAN,,,95,9000,0
0,9288,0,24,98,4,3,7581,28023,27,749,5603.95,0,0,LOAN,,,,3025,0
0,9294,3,9,149,3,0,0,62,0,691,18080,17900,1100,LOAN,,,95,3200,1
0,9295,1,8,35,,0,0,3500,0,664,18695,18700,0,LEASE,,,100,2583.33,0
0,9296,0,28,297,4,3,7535,30505,25,743,22862.33,23000,0,LEASE,,,99,9000,1
0,9299,2,36,138,5,2,9086,12600,72,689,26995,26475,0,LOAN,,,110,4450,1
0,9300,0,29,83,7,2,7261,16999,43,696,13311,11500,0,LOAN,,,116,4583.33,1
0,9301,1,6,323,3,1,3857,4500,86,620,5500,0,300,LOAN,,,,4000,0
0,9302,0,3,42,,,,,0,683,11605,9475,2979,LOAN,,,102,1300,1
0,9303,0,7,120,,3,6521,22232,29,742,29420,27770,2000,LOAN,,,99,1600,0
0,9309,0,12,38,9,8,5341,8311,64,694,15461.75,12400,1911.75,LOAN,,,109,1200,1
0,9310,1,13,340,7,5,18057,19800,91,649,24110,20258,3852,LOAN,,,100,4333.33,0
0,9313,1,13,423,4,2,189,17194,1,681,23131,24404,1000,LOAN,,,91,3333.33,0
0,9316,2,20,235,7,1,150,3600,4,669,25850,23200,2650,LOAN,,,100,2308.33,0
0,9317,4,14,122,4,1,324,324,100,608,14896.77,14600,1000,LOAN,,,88,4583.73,0
0,9318,3,26,97,5,2,356,12500,3,698,24618.36,20300,2318.36,LEASE,,,110,5083.34,1
0,9319,4,39,150,6,3,11672,19141,61,641,31400,29400,15000,LOAN,,,56,6666.67,1
0,9320,13,26,136,5,4,3248,3652,89,690,20300,17900,2065,LOAN,,,102,2966.67,0
0,9321,1,15,209,10,5,8195,9200,89,619,19388,18570,1020,LOAN,,,99,3700,0
0,9322,3,26,103,7,2,4442,4739,94,670,16651,13300,2102,LOAN,,,109,2820,1
0,9324,0,1,27,2,1,803,0,0,655,14300,12375,2000,LOAN,,,99,1883.33,1
0,9326,0,2,47,2,1,4148,5500,75,689,16851,15125,22,LOAN,,,111,1516.67,1
0,9330,0,42,412,11,6,12065,44679,27,716,12100,12799,1000,LOAN,,,87,7900,0
0,9335,0,28,131,6,2,9318,55021,17,726,6000,0,0,LOAN,,,,7200,0
0,9339,0,5,36,4,3,1518,2510,60,682,20330.61,21182,0,LOAN,,,96,1875,0
0,9342,2,47,247,12,9,38100,65091,59,664,25200,25000,0,LOAN,,,101,10000,1
0,9346,5,18,88,3,1,1109,2200,50,653,21996.24,17500,4496.24,LOAN,,,100,7160,1
0,9352,0,29,169,6,3,8759,29357,30,689,11000,11225,2000,LOAN,,,80,3333.33,1
0,9353,0,4,112,,1,18,1600,1,766,12950,11500,1200,LOAN,,,102,2252,1
0,9354,1,6,69,,,9998,0,0,648,11165.68,11279,2000,LOAN,,,81,3666.67,0
0,9357,0,19,130,7,3,8398,28901,29,702,14500,11500,1000,LOAN,,,100,2091.67,1
0,9358,2,34,213,7,6,22293,41694,53,661,10900,10675,2000,LOAN,,,83,0,1
0,9360,10,19,131,6,2,1552,11780,13,639,13879.56,15975,1000,LOAN,,,81,4100,1
0,9361,2,15,55,5,4,5619,6600,85,609,4000,3799995,0,LOAN,,,0,3500,0
0,9362,0,5,33,2,1,655,6300,10,707,14500,13500,1000,LOAN,,,100,2666.67,1
0,9364,1,10,297,2,1,1180,8823,13,704,23561.28,25837,1750,LOAN,,,84,5200,0
0,9365,8,22,150,5,1,29,2000,1,690,24465,22300,127,LOAN,,,109,4300,1
0,9367,0,8,119,4,2,4708,6800,69,732,16789,13500,0,LOAN,,,124,1833.33,1
0,9369,0,3,60,2,1,196,1000,20,702,13311.4,10450,500,LOAN,,,118,6400,1
0,9373,,,,,,,,0,,19300,20519,2000,LEASE,,,84,0,0
0,9376,0,3,67,2,0,0,800,0,715,15210,14390,1250,LOAN,,,97,1530,0
0,9377,7,13,116,2,1,44,400,11,653,20331,16545,3831,LOAN,,,100,2062.67,0
0,9379,0,17,103,3,1,793,12900,6,782,17900,18500,0,LOAN,,,97,2250,1
0,9383,8,44,177,23,19,18892,27658,68,627,9500,9228,3500,LOAN,,,65,6500,1
0,9388,3,10,132,2,1,161,8772,2,668,16550,16000,4000,LOAN,,,78,4083.33,1
0,9389,0,2,16,1,0,0,300,0,672,14885,14360,600,LEASE,,,99,1700,0
0,9390,0,1,4,,1,6689,6769,99,,5699,0,500,LOAN,,,,1100,0
1,9394,2,9,85,4,2,519,516,100,673,25247,24070,0,LEASE,,,105,4264.23,0
0,9401,0,7,92,,,9998,0,0,723,16645,17300,2995,LOAN,,,79,3500,1
0,9405,0,7,78,4,2,8708,6100,100,694,19500,22375,0,LEASE,,,87,4800,1
0,9406,0,9,103,4,1,782,8500,9,801,20674,19520,2000,LOAN,,,96,6666.67,0
0,9408,3,23,127,2,1,1325,1300,100,669,21750,21850,0,LOAN,,,100,4166.67,0
0,9410,1,14,45,6,4,1173,1831,64,618,33976,29000,9200,LOAN,,,85,3333.33,1
0,9411,2,4,127,,,,,0,678,18695.7,16200,2710.21,LOAN,,,99,2453.08,1
0,9413,2,4,64,,,,,0,621,9115,8775,0,LOAN,,,87,2083.33,1
1,9414,17,34,142,2,1,1381,1714,81,593,15544,15075,3500,LOAN,,,80,4050,1
0,9415,1,29,141,3,1,1991,46871,4,729,11822.12,11700,0,LOAN,,,101,8333.33,0
0,9417,0,17,40,9,8,10481,18986,55,690,31000,31020,0,LEASE,,,100,2250,0
0,9422,1,29,91,15,11,21847,28751,76,626,29094,29094,0,LOAN,,,100,5333.33,0
0,9425,0,1,12,,,,,0,660,9325,7000,2325,LOAN,,,100,1450,1
0,9428,0,15,152,9,6,27901,37680,74,741,21078.19,22435,1325,LEASE,,,88,3100,0
1,9429,4,12,148,3,1,1073,2131,50,668,33335.6,36265,0,LEASE,,,92,0,1
0,9432,0,15,151,8,5,1728,19800,9,616,21007,21200,2275,LOAN,,,88,2800,1
1,9435,11,32,397,6,4,1770,8159,22,707,11200,11500,0,LOAN,,,97,2022,1
0,9437,0,16,89,8,6,6821,16175,42,644,29394,29800,1000,LOAN,,,95,0,1
0,9438,0,4,49,2,1,604,660,92,646,11283,9625,0,LOAN,,,117,1465,1
0,9439,0,29,151,9,2,302,5950,5,714,15442,16425,1600,LOAN,,,84,10633,1
0,9440,11,13,74,,,9998,9998,100,746,18978,20975,1595,LOAN,,,83,4000,1
1,9444,13,17,64,4,1,363,400,91,585,8521.55,10200,800,LOAN,,,76,2166.66,1
0,9447,2,13,110,8,5,7543,9302,81,634,20000,0,0,LOAN,,,,8333.33,0
0,9452,0,18,134,3,0,0,15486,0,779,18995,18500,1650,LOAN,,,94,3900,1
0,9453,0,3,94,,,,,0,652,22708,22700,0,LEASE,,,100,1688,0
1,9454,1,17,147,5,2,1294,1500,86,682,29700,27685,0,LOAN,,,102,6009,0
0,9456,0,33,221,11,6,18566,22647,82,616,10330.5,11575,600,LOAN,,,84,4800,1
0,9457,5,19,121,3,2,487,5629,9,631,17500,20350,2500,LOAN,,,74,4400,1
0,9459,1,3,21,2,1,409,0,0,623,20988,18150,5688,LEASE,,,100,2250,1
0,9460,0,2,13,,4,2198,3417,64,632,18700,16000,5000,LOAN,,,86,4333.33,0
0,9463,0,2,28,,1,314,584,54,652,12179.5,11050,1500,LOAN,,,97,1800,1
0,9464,1,17,250,2,1,2042,5500,37,622,28900,30800,1000,LOAN,,,91,4000,0
0,9467,0,13,272,3,1,90,6274,1,770,10120,9400,1000,LOAN,,,97,2500,1
0,9469,0,60,134,19,5,4892,57917,8,705,32127.17,33000,0,LEASE,,,97,5000,1
0,9470,0,10,32,2,1,1234,5600,22,728,14760,11625,2000,LOAN,,,110,1250,1
0,9471,0,15,290,3,1,854,8400,10,633,4000,4495,400,LOAN,,,80,1583.33,0
0,9472,0,6,31,4,3,1051,5700,18,720,14500,12975,3000,LOAN,,,89,1800,1
0,9475,0,1,10,,,,,0,655,28842.85,32125,1500,LEASE,,,85,2800,0
0,9487,5,16,153,,1,0,1000,0,695,19629,18700,2500,LOAN,,,92,0,1
0,9489,2,10,72,,3,2968,7541,39,650,27800,36470,2000,LOAN,,,71,6666.67,0
0,9491,0,12,421,,1,18,22700,0,779,22000,24076,7500,LOAN,,,60,6916.67,0
0,9494,2,4,29,2,1,1065,2300,46,631,3973.07,6500,973.07,LOAN,,,100,6300,0
0,9495,,,,,,,,0,,14731,16075,0,LOAN,,,92,2583.33,1
0,9496,0,6,26,,5,2456,3942,62,619,7550,7400,1050,LOAN,,,88,1200,1
0,9498,0,35,124,9,7,12139,23921,51,619,15441,17700,0,LOAN,,,87,4500,1
0,9503,0,17,73,11,3,6577,18372,36,749,21953,23441,2750,LOAN,,,82,4000,0
0,9504,0,1,18,,,,,0,649,27995,28025,1283,LOAN,,,95,2838.32,1
0,9505,0,17,82,9,3,5978,28800,21,736,26593,32000,500,LOAN,,,82,3500,0
1,9506,2,10,165,7,6,4883,6264,78,636,21500,23950,0,LOAN,,,99,3150,1
0,9510,0,7,75,7,3,7039,8500,83,672,19000,19000,0,LEASE,,,100,2083.33,1
0,9512,4,5,61,,0,0,0,0,606,7492,8000,492,LOAN,,,88,1325,1
0,9513,0,7,37,6,4,5893,6252,94,577,15400,15400,0,LOAN,,,100,2500,1
1,9514,2,12,260,3,2,1208,3694,33,707,27276.85,25900,1300,LOAN,,,100,4000,0
0,9516,2,24,135,7,4,27479,34210,80,559,15900,16500,0,LOAN,,,96,5550,0
0,9520,13,23,173,,,9998,0,0,635,23861,23658,0,LEASE,,,101,7458.33,0
0,9523,3,18,180,8,4,6212,12126,51,698,17200,16975,950,LOAN,,,96,3800,1
0,9524,0,8,104,4,2,1136,31618,4,768,13982,11475,300,LOAN,,,119,1250,1
1,9525,5,13,117,4,2,2540,2999,85,663,8000,8000,0,LOAN,,,100,1875,1
0,9526,2,13,105,3,0,0,300,0,697,13262.5,11975,121.02,LOAN,,,110,3011,1
0,9530,0,42,139,7,2,7733,9300,83,666,17430,19275,0,LOAN,,,90,2972.66,1
0,9531,0,4,23,,1,495,2691,18,697,9710.18,8250,2000,LOAN,,,93,1560,1
0,9534,5,19,125,,3,3122,4961,63,679,18013,18659,0,LEASE,,,97,1666.67,0
0,9537,0,7,29,6,4,4075,5794,70,654,24960,24185,0,LOAN,,,103,2900,0
0,9538,0,3,19,,2,581,281,100,673,11800,9500,2100,LOAN,,,102,1895.67,1
0,9539,1,28,149,4,3,3089,28610,11,710,20469,22400,0,LOAN,,,91,1827,0
0,9545,1,16,39,7,3,2256,6200,36,639,18012.04,18100,0,LEASE,,,100,4166.67,0
0,9546,0,17,64,11,7,14709,15000,98,653,21938.92,23500,0,LEASE,,,93,5400,1
0,9547,0,3,57,3,1,1457,4700,31,716,14813,15279,700,LOAN,,,86,850,0
0,9551,1,6,30,1,0,0,300,0,635,19957.36,15250,4707.36,LOAN,,,100,2580,1
0,9553,0,23,148,5,3,6487,50098,13,764,16227,15250,500,LOAN,,,92,3342,0
0,9561,1,43,151,3,0,0,4200,0,709,21500,24800,0,LEASE,,,87,3300,0
0,9563,0,17,186,2,1,3520,15423,23,749,12100,11500,0,LOAN,,,105,3283.33,1
0,9564,0,7,51,3,2,239,9006,3,759,12300,14077,0,LOAN,,,87,3000,0
0,9570,7,14,59,3,1,1176,0,0,589,12806,10000,3806,LOAN,,,90,2900,1
0,9572,3,25,281,8,4,3305,19430,17,690,16988,16500,0,LOAN,,,97,3500,1
0,9574,0,1,20,,,,,0,712,7495,6699,0,LOAN,,,112,1800,0
0,9575,2,13,74,7,4,8641,11750,74,661,29404.88,25000,5000,LOAN,,,98,5000,1
0,9578,0,3,81,,1,1455,17000,9,715,17800,17606,1250,LOAN,,,94,2083.33,0
0,9583,6,19,158,7,2,365,1120,33,489,13555,13000,2555,LOAN,,,85,5000,1
0,9584,1,37,198,5,2,5323,35900,15,663,16400,14200,0,LOAN,,,115,8833.34,1
0,9585,4,18,220,10,6,5495,11711,47,633,34200,29512,4688,LEASE,,,100,4800,0
0,9587,4,11,130,3,1,4434,5500,81,580,10500,10250,500,LOAN,,,98,3100,1
0,9589,3,9,89,,,9998,9998,100,636,27800,25802,4800,LOAN,,,89,5666.67,0
0,9590,1,18,153,6,1,1016,1016,100,631,7400,10400,0,LOAN,,,71,1991.67,1
0,9593,0,24,231,5,4,5456,24685,22,778,7614.5,7000,0,LOAN,,,109,4700,1
0,9594,2,7,36,4,2,869,1274,68,617,18500,16450,2500,LOAN,,,97,2083.33,1
0,9596,0,11,67,6,3,9136,17800,51,654,15965,15965,0,LEASE,,,100,2083.33,0
0,9600,4,21,312,8,4,11919,13236,90,704,21134.24,24990,0,LOAN,,,85,2400,0
0,9601,0,19,163,9,5,15819,29264,54,631,23275,23275,0,LOAN,,,100,6416.67,1
0,9603,,,,,,,,0,,5307.5,5000,460,LOAN,,,97,500,1
1,9604,12,21,92,1,0,0,1829,0,596,35642.32,36869,1000,LEASE,,,94,2333.33,0
0,9605,0,47,193,16,13,24523,40161,61,634,16897.9,16100,1000,LOAN,,,99,9708.33,1
0,9606,5,25,348,,9,20716,26340,79,615,14453.39,15185,3000,LOAN,,,67,2333.33,0
0,9610,0,13,184,,2,205,15000,1,785,20773.73,0,100,LOAN,60,20715.73,100,2916.67,0
0,9614,5,22,83,7,6,5550,8246,67,608,14500,14400,1000,LOAN,,,94,1833.33,1
0,9616,0,25,170,12,9,4878,41049,12,674,19900,14600,3900,LOAN,,,126,1041,1
0,9619,0,15,55,6,3,9209,13120,70,612,6900,0,0,LOAN,,,,3800,0
0,9620,2,4,21,1,0,0,362,0,617,16576,17225,0,LOAN,,,96,3600,1
0,9623,0,3,8,3,1,575,500,100,633,11725,12575,1600,LOAN,,,81,1575,1
0,9624,4,9,40,4,2,8560,1700,100,677,10811,11200,2133,LOAN,,,77,4333.33,1
0,9625,0,15,274,4,2,613,16162,4,751,27448,30410,11000,LOAN,,,54,3700,0
0,9626,2,17,100,6,4,3306,6876,48,651,23500,25100,3000,LOAN,,,82,3300,1
0,9627,0,16,125,,2,10608,18300,58,670,8913.33,8800,1000,LOAN,,,90,2800,1
0,9630,9,18,108,2,2,7891,11840,67,660,21602,17500,5130,LOAN,,,100,10666.67,1
0,9632,8,9,18,,,,,0,789,14000,14951,0,LOAN,,,94,3600,0
0,9636,1,13,119,4,2,9450,14216,66,602,16275,17000,2000,LOAN,,,84,4333.33,1
0,9637,0,29,293,,5,12640,43091,29,704,8297,8000,0,LOAN,,,104,1600,1
1,9639,3,12,374,2,1,80,385,21,672,29825.82,32293,0,LOAN,,,92,2600,0
0,9642,2,9,28,4,2,719,2300,31,626,16600,13500,4600,LOAN,60,14272.38,106,2000,1
0,9643,2,43,96,15,13,20502,29320,70,603,21745,18000,3745,LEASE,,,100,3426,1
0,9648,0,17,231,7,5,17455,31800,55,693,18794,21000,0,LOAN,,,89,2253.33,1
0,9649,2,13,280,3,1,1532,4000,38,690,25395,24249,2964,LOAN,,,93,3025,0
0,9650,2,7,86,,,9998,9998,100,628,19711,17675,1711,LOAN,,,102,3666,1
0,9653,0,6,365,,4,5262,3441,100,686,15216,16145,0,LEASE,,,94,1500,0
0,9654,7,25,182,5,1,394,1963,20,652,26895,24515,2395,LOAN,,,100,4166.67,0
0,9655,1,26,194,,5,8148,38253,21,675,19300,18500,0,LEASE,,,104,1833.33,1
1,9657,13,25,98,6,5,22369,23898,94,629,11323,10750,1760,LOAN,,,89,1610,1
0,9659,2,5,64,8,0,0,1000,0,668,19500,18200,1500,LOAN,,,99,2250,0
0,9660,0,19,63,11,8,17956,18135,99,627,15300,17625,0,LOAN,,,87,3400,1
0,9661,3,18,223,,2,893,7216,12,712,17955,20725,0,LOAN,,,87,2140,1
0,9662,7,12,149,6,3,7765,7900,98,620,14700,15000,0,LOAN,,,98,3000,1
0,9666,2,11,67,5,4,998,2993,33,671,16498.24,16790,0,LOAN,,,98,1500,0
0,9668,2,22,358,3,2,1893,20251,9,743,6600,6899,1000,LOAN,,,81,3200,0
0,9672,2,8,87,2,1,767,7400,10,709,22000,22000,0,LEASE,,,100,2916.67,1
0,9673,4,10,119,2,1,98,97,100,687,16395,16000,800,LOAN,,,97,4300,1
0,9675,1,2,31,,,9998,9998,100,,14329,14250,0,LOAN,,,101,1333.33,1
0,9678,3,11,155,1,0,0,1798,0,627,20650,19850,4150,LOAN,,,83,2400,1
0,9679,12,12,54,,,,,0,661,10100,9500,700,LOAN,,,99,3208.33,1
0,9680,1,12,139,5,2,1604,6300,25,678,19850,19000,250,LOAN,,,103,5416.67,1
0,9684,1,49,101,3,1,300,16251,2,699,18300,18500,0,LEASE,,,99,1900,1
0,9689,6,33,258,11,7,17873,17267,100,690,22290,21025,1532,LOAN,,,102,5400,0
0,9690,0,14,97,4,2,10966,19800,55,737,14511,12900,2064.38,LOAN,,,96,3000,1
0,9691,0,31,242,4,2,588,73577,1,823,20840,21413,340,LEASE,,,96,1399,0
0,9693,0,29,352,4,2,211,67784,0,783,45096,45325,0,LOAN,,,99,10000,1
0,9694,0,20,66,16,7,40606,59646,68,665,14768.35,15777.5,2250,LOAN,,,79,4583.33,0
0,9702,1,5,89,,,9998,9998,100,696,19825.5,18200,1906.16,LOAN,,,98,1720.48,1
0,9706,2,6,52,3,2,1259,600,100,604,6793,7250,0,LOAN,,,94,800,1
1,9707,6,27,168,4,2,762,856,89,665,18483,18420,1500,LOAN,,,92,3116.67,0
0,9710,2,29,242,5,4,12764,19000,67,668,12733,12000,1200,LOAN,,,96,5583.33,1
0,9714,0,10,54,5,2,3982,7900,50,669,8500,0,500,LOAN,,,,2800,0
0,9719,1,17,83,3,0,0,15538,0,624,28602,26415,9000,LOAN,,,74,0,0
0,9722,1,34,170,7,6,7865,37100,21,720,15123,13025,1500,LOAN,,,105,2800,0
0,9723,3,8,85,4,2,429,3843,11,615,21896,23123,500,LOAN,,,93,6250,0
0,9724,1,12,137,,3,8241,15000,55,645,28859.74,30468,500,LOAN,,,93,291.67,0
0,9725,4,18,202,4,2,1803,9940,18,778,27296,30728,2500,LEASE,,,81,6666.67,0
0,9726,0,39,396,8,5,19093,56401,34,694,16889,14575,1500,LOAN,,,106,6500,1
0,9727,1,43,51,25,14,17188,15586,100,615,10000,10000,0,LOAN,,,100,13583.34,1
0,9728,1,22,194,5,3,8140,40700,20,705,38000,38000,0,LOAN,0,0,100,0,0
0,9731,1,14,92,4,2,537,3300,16,698,8300,8175,0,LOAN,,,107,1800.8,1
0,9732,0,28,236,5,4,2101,41710,5,731,18953,18500,0,LOAN,,,102,3600,1
0,9733,0,14,331,3,2,3773,19020,20,757,23100,21300,0,LOAN,,,108,4691.66,1
0,9735,0,16,246,4,3,10117,11451,88,746,17100,16500,1000,LOAN,,,98,2800,1
0,9738,0,10,89,4,1,269,12600,2,750,20650,22000,0,LEASE,,,94,5300,1
1,9740,4,17,157,7,1,310,572,54,680,21300,19000,1000,LOAN,,,107,0,1
0,9743,4,26,183,6,4,22052,26162,84,708,15762,14885,2750,LOAN,,,87,2966.67,0
0,9744,4,29,126,5,2,9685,26215,37,645,34486,36575,2300,LEASE,,,88,4303,0
0,9745,0,12,36,6,4,4285,8800,49,645,5000,0,1500,LOAN,,,,5500,0
0,9747,0,6,15,4,3,5147,7600,68,623,31890,36661,4250,LOAN,,,75,5416.67,0
1,9750,3,16,118,3,2,326,900,36,620,24162,27525,1000,LOAN,,,84,6000,1
0,9752,2,4,29,2,1,1065,2300,46,631,6500,0,500,LOAN,,,,6433.1,0
0,9754,0,2,9,,2,96,321,30,686,16491,16195,5000,LOAN,,,71,2000,0
0,9755,0,12,74,3,1,269,2940,9,739,18178.83,17303.83,0,LEASE,,,105,1318,1
0,9756,1,37,323,5,2,10596,41953,25,703,12858,11975,0,LOAN,,,107,4200,1
0,9759,1,2,36,,,,,0,640,6922.81,6999,500,LOAN,,,92,206.67,0
0,9760,0,4,32,3,2,182,1200,15,753,7000,6999,1000,LOAN,,,86,2000,0
1,9762,1,14,195,4,2,1265,7700,16,709,18500,0,500,LOAN,,,,3333.33,0
